timestamp,open,high,low,close
2024-05-13 09:30:00,18228.4,18233.5,18204.06,18204.16
2024-05-13 09:35:00,18203.35,18220.72,18191.5,18191.83
2024-05-13 09:40:00,18192.86,18195.7,18171.76,18179.4
2024-05-13 09:45:00,18179.59,18179.59,18158.44,18167.39
2024-05-13 09:50:00,18168.12,18184.48,18165.67,18184.48
2024-05-13 09:55:00,18184.2,18195.64,18165.1,18195.24
2024-05-13 10:00:00,18194.7,18203.35,18188.06,18202.95
2024-05-13 10:05:00,18203.02,18204.57,18193.25,18199.36
2024-05-13 10:10:00,18199.23,18200.0,18190.72,18198.3
2024-05-13 10:15:00,18198.11,18207.97,18197.81,18201.86
2024-05-13 10:20:00,18201.77,18213.22,18197.58,18212.88
2024-05-13 10:25:00,18213.11,18214.93,18207.96,18210.59
2024-05-13 10:30:00,18210.75,18210.75,18187.55,18196.87
2024-05-13 10:35:00,18197.18,18204.39,18194.48,18200.04
2024-05-13 10:40:00,18199.69,18201.02,18189.43,18195.18
2024-05-13 10:45:00,18194.95,18207.4,18193.67,18205.99
2024-05-13 10:50:00,18205.21,18206.8,18197.83,18203.21
2024-05-13 10:55:00,18203.19,18205.7,18196.84,18199.99
2024-05-13 11:00:00,18200.14,18201.91,18187.79,18195.64
2024-05-13 11:05:00,18195.07,18203.35,18194.13,18202.25
2024-05-13 11:10:00,18202.25,18213.16,18202.25,18211.33
2024-05-13 11:15:00,18211.24,18212.44,18199.85,18202.18
2024-05-13 11:20:00,18202.43,18202.82,18191.03,18198.4
2024-05-13 11:25:00,18198.42,18198.42,18183.01,18186.67
2024-05-13 11:30:00,18186.99,18193.31,18170.98,18190.23
2024-05-13 11:35:00,18190.32,18191.02,18184.16,18189.64
2024-05-13 11:40:00,18189.78,18190.11,18184.8,18186.08
2024-05-13 11:45:00,18186.13,18190.83,18185.66,18188.59
2024-05-13 11:50:00,18188.59,18199.15,18188.36,18199.13
2024-05-13 11:55:00,18199.39,18199.39,18194.36,18197.42
2024-05-13 12:00:00,18197.42,18205.4,18197.22,18203.24
2024-05-13 12:05:00,18203.23,18209.89,18202.72,18208.03
2024-05-13 12:10:00,18207.91,18208.32,18201.97,18202.57
2024-05-13 12:15:00,18202.6,18205.64,18200.05,18203.88
2024-05-13 12:20:00,18203.88,18207.19,18201.77,18205.46
2024-05-13 12:25:00,18205.69,18208.53,18203.94,18207.81
2024-05-13 12:30:00,18207.83,18214.19,18206.69,18211.56
2024-05-13 12:35:00,18211.18,18214.79,18205.63,18206.94
2024-05-13 12:40:00,18207.08,18207.96,18200.65,18206.0
2024-05-13 12:45:00,18206.05,18206.47,18202.2,18204.9
2024-05-13 12:50:00,18204.9,18207.02,18201.62,18201.89
2024-05-13 12:55:00,18201.93,18205.2,18200.46,18201.43
2024-05-13 13:00:00,18201.0,18201.0,18189.08,18189.08
2024-05-13 13:05:00,18188.05,18188.7,18161.39,18161.67
2024-05-13 13:10:00,18161.15,18173.3,18147.57,18172.65
2024-05-13 13:15:00,18173.07,18190.53,18169.88,18188.41
2024-05-13 13:20:00,18188.43,18198.05,18187.13,18194.84
2024-05-13 13:25:00,18194.86,18198.84,18190.61,18197.96
2024-05-13 13:30:00,18198.12,18199.74,18190.3,18190.65
2024-05-13 13:35:00,18190.62,18191.19,18182.89,18182.99
2024-05-13 13:40:00,18183.14,18185.41,18179.3,18179.71
2024-05-13 13:45:00,18180.08,18184.53,18178.15,18181.85
2024-05-13 13:50:00,18181.66,18185.4,18177.63,18185.21
2024-05-13 13:55:00,18185.08,18189.35,18182.47,18188.93
2024-05-13 14:00:00,18188.9,18188.98,18175.53,18178.96
2024-05-13 14:05:00,18179.15,18183.51,18178.84,18182.0
2024-05-13 14:10:00,18181.99,18185.21,18179.4,18182.63
2024-05-13 14:15:00,18182.58,18186.55,18179.91,18186.45
2024-05-13 14:20:00,18186.47,18189.93,18184.13,18187.77
2024-05-13 14:25:00,18187.34,18191.36,18186.53,18187.91
2024-05-13 14:30:00,18187.91,18188.05,18179.86,18187.38
2024-05-13 14:35:00,18187.46,18191.32,18186.65,18191.25
2024-05-13 14:40:00,18191.35,18191.57,18188.84,18191.18
2024-05-13 14:45:00,18191.18,18193.22,18183.39,18184.19
2024-05-13 14:50:00,18184.2,18187.32,18183.32,18184.38
2024-05-13 14:55:00,18184.49,18191.64,18182.8,18191.64
2024-05-13 15:00:00,18191.73,18196.32,18189.54,18194.4
2024-05-13 15:05:00,18194.33,18195.67,18190.89,18192.75
2024-05-13 15:10:00,18192.76,18196.08,18189.14,18194.9
2024-05-13 15:15:00,18194.7,18200.35,18194.46,18197.99
2024-05-13 15:20:00,18198.07,18199.71,18187.22,18187.28
2024-05-13 15:25:00,18187.3,18193.06,18181.46,18192.68
2024-05-13 15:30:00,18192.6,18196.46,18191.42,18195.93
2024-05-13 15:35:00,18195.94,18201.3,18194.98,18197.24
2024-05-13 15:40:00,18197.17,18203.42,18196.1,18202.74
2024-05-13 15:45:00,18202.58,18202.58,18189.86,18191.58
2024-05-13 15:50:00,18193.76,18204.58,18192.74,18200.48
2024-05-13 15:55:00,18195.68,18203.49,18189.64,18199.72
2024-05-13 16:00:00,18198.72,18198.72,18198.61,18198.61
2024-05-14 09:30:00,18187.51,18196.69,18175.3,18193.15
2024-05-14 09:35:00,18193.98,18203.49,18190.3,18200.22
2024-05-14 09:40:00,18200.79,18220.21,18192.85,18217.08
2024-05-14 09:45:00,18217.17,18230.23,18215.51,18217.25
2024-05-14 09:50:00,18218.36,18222.66,18211.29,18217.88
2024-05-14 09:55:00,18217.58,18219.21,18192.86,18193.02
2024-05-14 10:00:00,18193.36,18205.16,18183.92,18193.33
2024-05-14 10:05:00,18193.28,18210.55,18187.15,18210.55
2024-05-14 10:10:00,18210.49,18219.09,18207.21,18210.35
2024-05-14 10:15:00,18210.48,18216.99,18190.27,18197.17
2024-05-14 10:20:00,18197.45,18245.41,18197.45,18245.41
2024-05-14 10:25:00,18246.01,18270.43,18246.01,18268.15
2024-05-14 10:30:00,18267.64,18274.09,18262.42,18262.77
2024-05-14 10:35:00,18262.93,18262.93,18200.9,18212.37
2024-05-14 10:40:00,18211.95,18211.95,18196.5,18210.39
2024-05-14 10:45:00,18210.33,18213.15,18200.93,18207.12
2024-05-14 10:50:00,18206.91,18219.87,18205.81,18213.49
2024-05-14 10:55:00,18213.47,18241.66,18212.95,18241.66
2024-05-14 11:00:00,18241.9,18249.79,18240.13,18241.46
2024-05-14 11:05:00,18241.47,18253.83,18238.96,18252.13
2024-05-14 11:10:00,18251.92,18256.22,18249.2,18254.83
2024-05-14 11:15:00,18254.68,18269.67,18253.9,18253.9
2024-05-14 11:20:00,18253.99,18257.77,18249.41,18253.71
2024-05-14 11:25:00,18254.04,18265.57,18250.84,18265.0
2024-05-14 11:30:00,18264.9,18264.9,18241.65,18241.65
2024-05-14 11:35:00,18241.81,18241.81,18229.58,18230.48
2024-05-14 11:40:00,18230.59,18237.08,18222.22,18224.09
2024-05-14 11:45:00,18224.18,18225.73,18215.47,18224.04
2024-05-14 11:50:00,18223.96,18232.2,18223.66,18231.55
2024-05-14 11:55:00,18231.5,18232.42,18225.35,18225.83
2024-05-14 12:00:00,18225.71,18227.64,18218.38,18220.88
2024-05-14 12:05:00,18221.05,18233.54,18219.87,18233.07
2024-05-14 12:10:00,18233.09,18234.89,18226.75,18228.96
2024-05-14 12:15:00,18229.17,18229.89,18222.39,18223.23
2024-05-14 12:20:00,18222.7,18223.4,18213.37,18215.58
2024-05-14 12:25:00,18215.63,18219.57,18213.32,18218.17
2024-05-14 12:30:00,18218.14,18218.3,18211.71,18214.85
2024-05-14 12:35:00,18214.94,18220.16,18212.22,18212.74
2024-05-14 12:40:00,18212.75,18217.33,18210.27,18210.74
2024-05-14 12:45:00,18210.48,18212.25,18206.99,18210.79
2024-05-14 12:50:00,18210.83,18220.56,18210.83,18215.71
2024-05-14 12:55:00,18215.84,18221.43,18215.24,18221.43
2024-05-14 13:00:00,18221.4,18225.5,18214.4,18218.89
2024-05-14 13:05:00,18219.07,18219.17,18208.5,18211.26
2024-05-14 13:10:00,18211.43,18216.35,18210.12,18210.14
2024-05-14 13:15:00,18210.23,18213.85,18206.65,18213.85
2024-05-14 13:20:00,18213.77,18222.58,18210.11,18221.62
2024-05-14 13:25:00,18221.74,18228.51,18219.68,18227.77
2024-05-14 13:30:00,18227.61,18230.99,18225.62,18226.24
2024-05-14 13:35:00,18226.45,18231.91,18226.32,18226.34
2024-05-14 13:40:00,18226.34,18243.62,18226.17,18242.55
2024-05-14 13:45:00,18243.32,18243.32,18236.7,18237.03
2024-05-14 13:50:00,18236.99,18237.03,18230.8,18234.27
2024-05-14 13:55:00,18234.29,18237.92,18231.36,18236.31
2024-05-14 14:00:00,18236.38,18245.9,18234.96,18245.38
2024-05-14 14:05:00,18245.34,18257.49,18243.08,18252.63
2024-05-14 14:10:00,18252.67,18279.6,18252.42,18278.73
2024-05-14 14:15:00,18279.12,18288.71,18279.12,18285.81
2024-05-14 14:20:00,18285.9,18289.72,18283.93,18286.39
2024-05-14 14:25:00,18286.44,18286.44,18281.65,18283.24
2024-05-14 14:30:00,18283.25,18296.99,18276.05,18294.34
2024-05-14 14:35:00,18294.18,18301.87,18291.38,18300.54
2024-05-14 14:40:00,18300.55,18317.23,18300.55,18308.63
2024-05-14 14:45:00,18309.68,18311.13,18300.87,18305.6
2024-05-14 14:50:00,18305.67,18308.2,18299.29,18308.2
2024-05-14 14:55:00,18308.0,18316.88,18307.29,18313.15
2024-05-14 15:00:00,18313.11,18317.7,18311.7,18312.83
2024-05-14 15:05:00,18312.91,18313.31,18303.08,18311.16
2024-05-14 15:10:00,18312.09,18321.91,18311.48,18314.73
2024-05-14 15:15:00,18314.9,18324.31,18312.17,18323.76
2024-05-14 15:20:00,18323.71,18333.79,18320.95,18324.56
2024-05-14 15:25:00,18324.54,18324.54,18318.01,18323.44
2024-05-14 15:30:00,18323.06,18324.7,18320.83,18323.95
2024-05-14 15:35:00,18324.02,18324.02,18319.35,18320.84
2024-05-14 15:40:00,18320.94,18332.19,18320.58,18331.74
2024-05-14 15:45:00,18331.35,18332.46,18316.74,18317.09
2024-05-14 15:50:00,18324.16,18337.54,18318.62,18336.93
2024-05-14 15:55:00,18338.79,18339.58,18319.69,18320.9
2024-05-14 16:00:00,18321.62,18322.77,18321.62,18322.77
2024-05-15 09:30:00,18412.81,18437.14,18407.23,18427.46
2024-05-15 09:35:00,18427.76,18435.69,18404.16,18411.9
2024-05-15 09:40:00,18412.73,18427.93,18407.01,18408.24
2024-05-15 09:45:00,18407.55,18413.15,18378.67,18379.39
2024-05-15 09:50:00,18380.05,18380.16,18359.32,18371.51
2024-05-15 09:55:00,18371.63,18391.41,18369.41,18391.41
2024-05-15 10:00:00,18391.27,18414.27,18391.08,18413.91
2024-05-15 10:05:00,18413.75,18428.08,18411.03,18419.6
2024-05-15 10:10:00,18419.08,18427.68,18411.69,18418.09
2024-05-15 10:15:00,18418.1,18437.15,18414.44,18433.57
2024-05-15 10:20:00,18433.49,18446.13,18433.49,18440.85
2024-05-15 10:25:00,18440.72,18442.69,18429.09,18436.72
2024-05-15 10:30:00,18437.0,18451.9,18433.81,18450.46
2024-05-15 10:35:00,18450.64,18466.21,18446.89,18460.52
2024-05-15 10:40:00,18460.41,18470.66,18458.58,18468.28
2024-05-15 10:45:00,18468.43,18476.21,18465.06,18474.83
2024-05-15 10:50:00,18474.9,18476.29,18463.48,18466.32
2024-05-15 10:55:00,18466.72,18473.3,18465.23,18473.3
2024-05-15 11:00:00,18474.02,18484.66,18473.24,18476.79
2024-05-15 11:05:00,18476.6,18499.27,18475.99,18494.65
2024-05-15 11:10:00,18494.67,18499.76,18490.21,18499.75
2024-05-15 11:15:00,18499.63,18503.8,18493.53,18502.03
2024-05-15 11:20:00,18502.31,18503.39,18494.31,18494.82
2024-05-15 11:25:00,18495.58,18498.87,18488.02,18498.75
2024-05-15 11:30:00,18498.65,18503.74,18497.22,18499.99
2024-05-15 11:35:00,18499.94,18504.77,18494.28,18495.21
2024-05-15 11:40:00,18495.04,18505.73,18494.91,18502.29
2024-05-15 11:45:00,18502.04,18503.11,18495.35,18498.62
2024-05-15 11:50:00,18498.27,18506.35,18498.27,18506.3
2024-05-15 11:55:00,18506.26,18508.14,18497.54,18500.91
2024-05-15 12:00:00,18500.87,18500.93,18486.78,18493.64
2024-05-15 12:05:00,18493.76,18498.99,18486.73,18498.99
2024-05-15 12:10:00,18498.91,18505.02,18498.86,18500.96
2024-05-15 12:15:00,18501.07,18503.28,18495.0,18503.08
2024-05-15 12:20:00,18503.04,18508.02,18498.66,18506.27
2024-05-15 12:25:00,18506.28,18513.62,18502.56,18512.98
2024-05-15 12:30:00,18513.81,18519.94,18512.66,18519.25
2024-05-15 12:35:00,18519.32,18523.34,18517.37,18519.16
2024-05-15 12:40:00,18519.16,18523.15,18513.66,18513.66
2024-05-15 12:45:00,18513.55,18524.1,18512.4,18519.05
2024-05-15 12:50:00,18519.06,18527.65,18519.06,18527.26
2024-05-15 12:55:00,18527.83,18533.75,18526.74,18532.65
2024-05-15 13:00:00,18532.6,18539.3,18532.6,18538.78
2024-05-15 13:05:00,18539.33,18542.98,18537.33,18539.89
2024-05-15 13:10:00,18539.69,18550.05,18538.46,18550.04
2024-05-15 13:15:00,18550.04,18555.02,18541.48,18544.29
2024-05-15 13:20:00,18544.18,18547.19,18541.46,18541.64
2024-05-15 13:25:00,18541.88,18556.34,18538.31,18556.09
2024-05-15 13:30:00,18556.22,18556.91,18550.8,18555.75
2024-05-15 13:35:00,18555.76,18565.88,18555.39,18562.22
2024-05-15 13:40:00,18562.67,18569.24,18556.69,18568.03
2024-05-15 13:45:00,18568.14,18569.75,18559.57,18563.92
2024-05-15 13:50:00,18563.83,18577.68,18562.69,18577.57
2024-05-15 13:55:00,18577.53,18583.76,18576.58,18582.17
2024-05-15 14:00:00,18582.04,18586.01,18578.86,18585.98
2024-05-15 14:05:00,18585.95,18594.48,18585.23,18593.86
2024-05-15 14:10:00,18593.85,18603.34,18591.2,18603.34
2024-05-15 14:15:00,18603.32,18603.61,18584.45,18592.9
2024-05-15 14:20:00,18592.89,18592.91,18584.03,18589.89
2024-05-15 14:25:00,18589.89,18595.45,18582.67,18585.69
2024-05-15 14:30:00,18585.84,18586.79,18576.68,18577.6
2024-05-15 14:35:00,18579.29,18591.83,18573.84,18590.12
2024-05-15 14:40:00,18590.11,18592.52,18582.54,18583.14
2024-05-15 14:45:00,18583.19,18586.93,18573.92,18577.94
2024-05-15 14:50:00,18577.19,18590.59,18576.87,18590.07
2024-05-15 14:55:00,18589.85,18589.85,18582.27,18587.5
2024-05-15 15:00:00,18587.25,18587.25,18580.47,18585.67
2024-05-15 15:05:00,18585.79,18591.27,18584.26,18590.32
2024-05-15 15:10:00,18590.02,18593.33,18585.69,18586.3
2024-05-15 15:15:00,18586.72,18601.93,18585.95,18601.43
2024-05-15 15:20:00,18601.49,18607.53,18599.94,18603.47
2024-05-15 15:25:00,18603.07,18604.26,18597.53,18598.02
2024-05-15 15:30:00,18598.21,18602.13,18591.39,18598.44
2024-05-15 15:35:00,18598.26,18598.26,18591.74,18592.87
2024-05-15 15:40:00,18592.84,18597.83,18592.31,18594.38
2024-05-15 15:45:00,18594.16,18597.46,18590.45,18591.13
2024-05-15 15:50:00,18581.69,18597.3,18581.69,18595.32
2024-05-15 15:55:00,18589.19,18603.06,18585.53,18599.13
2024-05-15 16:00:00,18598.41,18598.41,18596.65,18596.65
2024-05-16 09:30:00,18589.98,18598.74,18582.81,18596.61
2024-05-16 09:35:00,18596.58,18608.94,18587.29,18605.51
2024-05-16 09:40:00,18605.64,18611.42,18597.6,18599.83
2024-05-16 09:45:00,18600.12,18614.6,18600.12,18614.6
2024-05-16 09:50:00,18615.6,18622.68,18612.75,18618.58
2024-05-16 09:55:00,18618.7,18626.69,18615.43,18622.14
2024-05-16 10:00:00,18621.75,18622.72,18608.89,18612.39
2024-05-16 10:05:00,18612.29,18618.98,18585.82,18607.89
2024-05-16 10:10:00,18607.82,18613.87,18603.19,18607.63
2024-05-16 10:15:00,18607.42,18619.8,18607.42,18619.8
2024-05-16 10:20:00,18619.55,18630.9,18614.68,18629.59
2024-05-16 10:25:00,18629.99,18633.05,18627.69,18627.69
2024-05-16 10:30:00,18627.45,18632.32,18624.32,18624.69
2024-05-16 10:35:00,18624.7,18631.84,18623.84,18626.25
2024-05-16 10:40:00,18626.26,18637.22,18623.91,18636.61
2024-05-16 10:45:00,18636.58,18642.31,18633.94,18639.17
2024-05-16 10:50:00,18639.7,18647.55,18637.73,18647.55
2024-05-16 10:55:00,18647.68,18658.43,18646.26,18656.21
2024-05-16 11:00:00,18656.55,18665.43,18656.55,18662.47
2024-05-16 11:05:00,18663.11,18669.5,18658.74,18666.5
2024-05-16 11:10:00,18666.35,18668.2,18646.73,18648.49
2024-05-16 11:15:00,18648.16,18648.3,18638.42,18645.95
2024-05-16 11:20:00,18646.09,18646.42,18636.44,18641.77
2024-05-16 11:25:00,18641.69,18657.2,18639.65,18657.13
2024-05-16 11:30:00,18657.33,18664.47,18654.07,18662.99
2024-05-16 11:35:00,18663.19,18664.5,18641.61,18647.77
2024-05-16 11:40:00,18647.44,18650.01,18640.81,18650.01
2024-05-16 11:45:00,18649.98,18651.92,18645.44,18648.85
2024-05-16 11:50:00,18648.85,18655.56,18646.8,18653.56
2024-05-16 11:55:00,18653.73,18656.12,18650.68,18651.98
2024-05-16 12:00:00,18652.14,18652.14,18625.22,18631.6
2024-05-16 12:05:00,18631.78,18635.89,18625.21,18634.79
2024-05-16 12:10:00,18634.53,18643.06,18634.09,18642.27
2024-05-16 12:15:00,18642.27,18642.27,18630.52,18630.52
2024-05-16 12:20:00,18630.46,18636.21,18624.33,18635.88
2024-05-16 12:25:00,18636.23,18639.01,18632.43,18634.15
2024-05-16 12:30:00,18634.11,18634.51,18622.9,18628.71
2024-05-16 12:35:00,18628.49,18632.8,18621.3,18632.55
2024-05-16 12:40:00,18632.55,18635.55,18628.76,18635.55
2024-05-16 12:45:00,18635.62,18638.89,18632.96,18636.79
2024-05-16 12:50:00,18636.8,18643.94,18636.42,18642.99
2024-05-16 12:55:00,18642.95,18644.16,18640.38,18643.11
2024-05-16 13:00:00,18643.2,18643.33,18632.27,18634.93
2024-05-16 13:05:00,18634.93,18643.16,18633.44,18643.14
2024-05-16 13:10:00,18643.14,18645.92,18638.57,18645.85
2024-05-16 13:15:00,18646.27,18648.71,18640.18,18642.67
2024-05-16 13:20:00,18642.74,18644.13,18592.74,18594.18
2024-05-16 13:25:00,18593.48,18610.47,18588.72,18599.42
2024-05-16 13:30:00,18600.39,18615.25,18600.33,18614.53
2024-05-16 13:35:00,18614.43,18614.43,18601.64,18606.4
2024-05-16 13:40:00,18606.41,18613.7,18603.15,18611.88
2024-05-16 13:45:00,18611.54,18611.87,18593.43,18598.09
2024-05-16 13:50:00,18598.33,18616.52,18597.46,18614.7
2024-05-16 13:55:00,18614.73,18621.02,18613.22,18618.37
2024-05-16 14:00:00,18618.45,18618.47,18606.69,18607.51
2024-05-16 14:05:00,18607.48,18609.17,18593.7,18595.61
2024-05-16 14:10:00,18595.68,18597.19,18576.78,18576.91
2024-05-16 14:15:00,18576.34,18585.47,18571.15,18584.82
2024-05-16 14:20:00,18584.75,18595.8,18582.81,18593.86
2024-05-16 14:25:00,18594.04,18594.05,18581.52,18586.06
2024-05-16 14:30:00,18585.72,18596.5,18585.33,18593.0
2024-05-16 14:35:00,18592.95,18598.25,18591.71,18595.27
2024-05-16 14:40:00,18595.1,18605.95,18594.62,18604.68
2024-05-16 14:45:00,18604.47,18604.54,18597.22,18601.27
2024-05-16 14:50:00,18601.25,18602.06,18596.36,18600.73
2024-05-16 14:55:00,18600.87,18603.23,18594.41,18602.13
2024-05-16 15:00:00,18602.95,18608.72,18597.66,18605.76
2024-05-16 15:05:00,18605.91,18609.84,18603.27,18606.3
2024-05-16 15:10:00,18606.92,18606.92,18597.45,18599.86
2024-05-16 15:15:00,18599.8,18604.98,18595.97,18599.22
2024-05-16 15:20:00,18599.19,18600.79,18594.49,18595.93
2024-05-16 15:25:00,18595.92,18599.45,18594.56,18596.97
2024-05-16 15:30:00,18595.96,18597.27,18581.15,18584.38
2024-05-16 15:35:00,18584.46,18587.72,18565.05,18569.51
2024-05-16 15:40:00,18569.52,18574.73,18560.31,18562.88
2024-05-16 15:45:00,18563.02,18570.65,18557.87,18562.95
2024-05-16 15:50:00,18574.66,18596.45,18573.78,18596.42
2024-05-16 15:55:00,18588.71,18588.71,18553.3,18560.7
2024-05-16 16:00:00,18558.81,18558.81,18557.96,18557.96
2024-05-17 09:30:00,18571.82,18580.24,18554.56,18558.96
2024-05-17 09:35:00,18558.11,18580.9,18557.54,18577.24
2024-05-17 09:40:00,18578.3,18578.3,18555.81,18558.75
2024-05-17 09:45:00,18558.84,18562.9,18549.04,18549.65
2024-05-17 09:50:00,18550.15,18556.18,18547.47,18548.46
2024-05-17 09:55:00,18548.49,18555.42,18536.17,18553.77
2024-05-17 10:00:00,18553.69,18567.25,18550.61,18562.54
2024-05-17 10:05:00,18562.57,18563.76,18537.19,18543.49
2024-05-17 10:10:00,18543.65,18550.19,18534.58,18549.67
2024-05-17 10:15:00,18550.02,18553.13,18544.92,18546.0
2024-05-17 10:20:00,18545.98,18564.13,18545.9,18563.83
2024-05-17 10:25:00,18563.66,18577.42,18561.88,18577.42
2024-05-17 10:30:00,18577.57,18588.78,18573.48,18588.78
2024-05-17 10:35:00,18588.92,18590.37,18575.87,18578.08
2024-05-17 10:40:00,18578.03,18585.62,18578.03,18585.54
2024-05-17 10:45:00,18584.69,18589.16,18584.14,18588.11
2024-05-17 10:50:00,18588.08,18588.39,18576.9,18582.48
2024-05-17 10:55:00,18582.41,18582.72,18573.98,18575.63
2024-05-17 11:00:00,18575.67,18575.96,18546.64,18548.47
2024-05-17 11:05:00,18548.63,18567.55,18547.5,18566.01
2024-05-17 11:10:00,18566.07,18570.83,18559.37,18569.24
2024-05-17 11:15:00,18569.19,18569.93,18560.62,18564.98
2024-05-17 11:20:00,18565.0,18567.7,18558.84,18561.15
2024-05-17 11:25:00,18561.59,18569.55,18561.59,18566.27
2024-05-17 11:30:00,18566.34,18566.34,18553.28,18555.54
2024-05-17 11:35:00,18555.78,18556.64,18546.16,18547.48
2024-05-17 11:40:00,18547.21,18547.54,18543.34,18544.82
2024-05-17 11:45:00,18544.83,18548.65,18535.35,18535.35
2024-05-17 11:50:00,18535.26,18555.4,18534.51,18554.09
2024-05-17 11:55:00,18554.15,18565.06,18554.0,18563.79
2024-05-17 12:00:00,18563.66,18569.61,18561.4,18566.33
2024-05-17 12:05:00,18566.36,18566.71,18554.18,18559.45
2024-05-17 12:10:00,18559.53,18560.99,18553.58,18554.39
2024-05-17 12:15:00,18554.27,18561.41,18554.27,18558.33
2024-05-17 12:20:00,18558.42,18559.24,18547.72,18551.8
2024-05-17 12:25:00,18551.71,18554.3,18550.27,18552.53
2024-05-17 12:30:00,18552.47,18554.53,18545.64,18550.26
2024-05-17 12:35:00,18550.27,18554.64,18549.82,18552.92
2024-05-17 12:40:00,18552.89,18553.18,18537.24,18538.13
2024-05-17 12:45:00,18538.09,18539.16,18525.58,18539.16
2024-05-17 12:50:00,18539.23,18550.12,18538.99,18548.51
2024-05-17 12:55:00,18548.32,18551.85,18547.75,18550.67
2024-05-17 13:00:00,18550.75,18551.83,18545.78,18548.47
2024-05-17 13:05:00,18548.48,18549.46,18544.14,18549.06
2024-05-17 13:10:00,18548.63,18548.63,18543.64,18545.82
2024-05-17 13:15:00,18545.84,18546.86,18530.12,18530.17
2024-05-17 13:20:00,18530.25,18532.92,18528.74,18531.52
2024-05-17 13:25:00,18531.82,18535.42,18529.81,18534.39
2024-05-17 13:30:00,18534.5,18538.72,18529.72,18530.01
2024-05-17 13:35:00,18530.11,18538.29,18525.21,18537.09
2024-05-17 13:40:00,18537.12,18540.12,18535.34,18538.65
2024-05-17 13:45:00,18538.81,18538.83,18534.22,18534.73
2024-05-17 13:50:00,18534.71,18536.14,18528.07,18528.82
2024-05-17 13:55:00,18528.8,18530.33,18526.03,18527.58
2024-05-17 14:00:00,18527.54,18527.54,18507.83,18507.83
2024-05-17 14:05:00,18507.73,18515.79,18507.17,18510.68
2024-05-17 14:10:00,18510.48,18510.82,18481.64,18484.22
2024-05-17 14:15:00,18484.2,18492.31,18481.65,18490.64
2024-05-17 14:20:00,18490.65,18490.65,18462.25,18474.86
2024-05-17 14:25:00,18474.84,18485.64,18474.68,18484.8
2024-05-17 14:30:00,18484.14,18492.73,18482.36,18486.74
2024-05-17 14:35:00,18486.74,18494.98,18486.74,18494.98
2024-05-17 14:40:00,18494.98,18496.34,18487.24,18489.0
2024-05-17 14:45:00,18488.98,18502.4,18487.88,18502.28
2024-05-17 14:50:00,18502.43,18517.0,18501.92,18516.89
2024-05-17 14:55:00,18517.09,18531.01,18516.77,18529.91
2024-05-17 15:00:00,18530.04,18534.0,18524.33,18532.8
2024-05-17 15:05:00,18532.69,18534.12,18527.09,18532.99
2024-05-17 15:10:00,18533.0,18537.81,18530.14,18536.26
2024-05-17 15:15:00,18536.26,18542.24,18534.45,18538.12
2024-05-17 15:20:00,18538.29,18550.52,18538.29,18545.08
2024-05-17 15:25:00,18544.98,18549.28,18538.58,18543.49
2024-05-17 15:30:00,18542.8,18542.8,18537.13,18538.85
2024-05-17 15:35:00,18538.99,18545.71,18537.02,18542.22
2024-05-17 15:40:00,18542.54,18546.17,18536.76,18539.03
2024-05-17 15:45:00,18538.92,18540.96,18531.9,18533.07
2024-05-17 15:50:00,18531.37,18544.27,18529.58,18540.75
2024-05-17 15:55:00,18536.56,18549.36,18530.22,18549.36
